zip_code,facility_id,program_type,facility_status,facility_name,city,school_district_name,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capacity,total_capacity,latitude,longitude
10006,914104,SACC,Registration,Manhattan Youth Recreation & Resources Inc.,Manhattan,Manhattan 2,0,0,14,142,0,156,40.707121,-74.01358
10007,73663,SACC,Registration,BMCC EARLY CHILDHOOD CENTER,New York,Manhattan 2,0,0,0,17,0,17,40.71724,-74.012179
10007,217639,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc.",New York,Manhattan 2,0,0,0,87,0,87,40.715952,-74.011284
10007,698848,SACC,Registration,"Manhattan Youth Recreation & Resources, Inc. @ DCC",New York,Manhattan 2,0,0,0,180,0,180,40.716354,-74.01252
10009,72446,GFDC,License,Independent Toddler Childcare,New York,Manhattan 2,0,0,0,4,12,16,40.729852,-73.981527
10009,709528,SACC,Registration,University Settlement @ MS 034,New York,Manhattan 1,0,0,0,81,0,81,40.726193,-73.974859
10009,846799,GFDC,License,"Guzman, Milagros",New York,Manhattan 1,0,0,0,4,12,16,40.719675,-73.975178
10009,299734,GFDC,License,"Felipe, Monica",NEW YORK,Manhattan 1,0,0,0,2,10,12,40.722349,-73.978087
10009,231469,SACC,Registration,University Settlement Society of NY @Eastside Community HS,New York,Manhattan 2,0,0,0,231,0,231,40.7277,-73.978
10009,760214,SACC,Registration,"A Place for Kids, Inc.",New York,Manhattan 1,0,0,0,53,0,53,40.72622,-73.974919
10009,764811,SACC,Registration,"Green Apple Kids, LLC @ Earth School",New York,Manhattan 1,0,0,18,20,0,38,40.72417,-73.981253
10009,384253,FDC,Registration,"Ahmed, Helena",New York,Manhattan 2,0,0,0,0,6,6,40.727543,-73.9773
10009,711312,SACC,Registration,University Settlement Society of New York,New York,Manhattan 2,0,0,0,80,0,80,40.727803,-73.975886
10009,101462,SACC,Registration,"The Educational Alliance, Inc.",New York,Manhattan 1,0,0,0,329,0,329,40.72417,-73.981253
10009,74167,SACC,Registration,University Settlement Society of NY @William McKinley PS 63,New York,Manhattan 1,0,0,0,157,0,157,40.724227,-73.986279
10009,73508,SACC,Registration,HENRY STREET SETTLEMENT,New York,Manhattan 1,0,0,0,134,0,134,40.721901,-73.975859
10009,64274,FDC,Registration,"Choudhury, Forida",New York,Manhattan 2,0,0,0,2,6,8,40.729743,-73.982491
10009,730526,SACC,Registration,"The Lower Eastside Girls Club of New York, Inc.",New York,Manhattan 1,0,0,0,300,0,300,40.723356,-73.976493
10009,64266,FDC,Registration,"Ahmed, Rawshan",New York,Manhattan 1,0,0,0,2,6,8,40.727191,-73.979525
10009,627129,GFDC,License,"Disla, Maria",New York,Manhattan 1,0,0,0,4,12,16,40.722483,-73.976508
10009,443178,FDC,Registration,"Garcia, Josefina",New York,Manhattan 1,0,0,0,0,6,6,40.714771,-73.976955
10009,358298,GFDC,License,"Hernandez, Maria",New York,Manhattan 1,0,0,0,4,12,16,40.722632,-73.978762
10009,780704,SACC,Registration,Henry Street Settlement Inc. @Jacob Riis Cornerstone Community Center,New York,Manhattan 1,0,0,0,85,0,85,40.722577,-73.976275
10009,720105,FDC,Registration,Seeds To Proceed Family Day Care,New York,Manhattan 1,0,0,0,2,6,8,40.721996,-73.974857
10009,661574,GFDC,License,Starchild NY Inc.,New York,Manhattan 1,0,0,0,4,12,16,40.725913,-73.984627
10009,711039,SACC,Registration,Girls Preparatory Charter School of New York,New York,Manhattan 2,0,0,0,160,0,160,40.729375,-73.982499
10009,124303,FDC,Registration,"Matos, Desideria",NEW YORK,Manhattan 1,0,0,0,2,6,8,40.723116,-73.974351
10010,805711,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc.",New York,Manhattan 2,0,0,0,60,0,60,40.738274,-73.981438
10010,765875,SACC,Registration,PHIPPS AFTERSCHOOL AT THE PLAZA,New York,Manhattan 2,0,0,0,34,0,34,40.739198,-73.978487
10010,825379,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc.",New York,Manhattan 2,0,0,0,140,0,140,40.739097,-73.985452
10011,709546,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc.",New York,Manhattan 2,0,0,0,176,0,176,40.743295,-74.002817
10011,779279,SACC,Registration,Young Men's Christian Association of Greater New York,New York,Manhattan 2,0,0,0,61,0,61,40.737946,-73.997851
10011,254731,SACC,Registration,PS 11 Programs Inc.,New York,Manhattan 2,0,0,0,400,0,400,40.744335,-74.00055
10011,741990,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc.",New York,Manhattan 2,0,0,0,380,0,380,40.742337,-74.002348
10011,863711,SACC,Registration,"Imogen Roche Foundation, Inc.",New York,Manhattan 2,0,0,42,630,0,672,40.73897,-73.995105
10011,902868,SACC,Registration,IF Afterschool,New York,Manhattan 2,0,0,0,261,0,261,40.735601,-73.999136
10011,889850,FDC,Registration,"Grandmas Love Daycare, LLC",New York,Manhattan 2,0,0,0,0,6,6,40.743641,-74.003633
10012,52405,FDC,Registration,"Oerlemans, Sompit",NEW YORK,Manhattan 2,0,0,0,2,6,8,40.727939,-73.99838
10012,693059,GFDC,License,"Tapia, Adela",New York,Manhattan 2,0,0,0,4,12,16,40.729743,-74.000909
10013,874924,SACC,Registration,Bright Horizons Children's Centers LLC,New York,Manhattan 2,0,0,0,30,0,30,40.720591,-74.010717
10013,73581,SACC,Registration,"IMMIGRANT SOCIAL SERVICE, INC. @ PS 130",New York,Manhattan 2,0,0,0,161,0,161,40.71873,-73.998443
10013,848481,SACC,Registration,Victoria Childrens Group Inc.,New York,Manhattan 2,0,0,0,10,0,10,40.718642,-73.994986
10013,73506,SACC,Registration,Chinese-American Planning Council @BAXTER STREET PS 130,New York,Manhattan 2,0,0,0,218,0,218,40.71873,-73.998443
10013,736322,GFDC,License,"Li, Yue Ming",New York,Manhattan 2,0,0,0,4,12,16,40.72006,-73.99546
10014,801925,SACC,Registration,"New York Edge, Inc.",New York,Manhattan 2,0,0,0,140,0,140,40.729316,-74.006309
10014,712081,SACC,Registration,"P S 3 til 6, Inc.",New York,Manhattan 2,0,0,17,264,0,281,40.732584,-74.006293
10014,839931,SACC,Registration,"Manhattan Youth Recreation & Resources, Inc.",NEW YORK,Manhattan 2,0,0,0,585,0,585,40.731143,-74.007768
10014,613980,SACC,Registration,"Greenwich House, Inc.",New York,Manhattan 2,0,0,0,57,0,57,40.732402,-74.003147
10014,920666,SACC,Registration,"Imogen Roche Foundation, Inc.",New York,Manhattan 2,0,0,54,520,0,574,40.732584,-74.006293
10014,913240,SACC,Registration,"Hands In 4 Youth, Inc.",NEW YORK,Manhattan 2,0,0,0,74,0,74,40.730691,-74.002795
10016,333086,GFDC,License,Bruno Day Care,New York,Manhattan 2,0,0,0,4,12,16,40.740193,-73.977057
10016,866851,SACC,Registration,"Imogen Roche Foundation, Inc.",New York,Manhattan 2,0,0,0,480,0,480,40.744303,-73.972296
10016,880314,SACC,Registration,116Kids Inc.,New York,Manhattan 2,0,0,0,327,0,327,40.744736,-73.978219
10017,73544,SACC,Registration,YMCA OF GREATER NY,New York,Manhattan 2,0,0,0,60,0,60,40.753216,-73.970794
10017,74092,SACC,Registration,Bright Horizons Children's Center @CHASE Back-Up Child Care,New York,Manhattan 2,0,0,0,47,0,47,40.756788,-73.977305
10019,826115,SACC,Registration,"Hartley House, Inc.",New York,Manhattan 2,0,0,0,62,0,62,40.763979,-73.985859
10019,853113,FDC,Registration,"Avila, Maria",New York,Manhattan 2,0,0,0,2,6,8,40.76326,-73.988021
10019,412458,FDC,Registration,"Dominguez Tavarez, Elias",New York,Manhattan 2,0,0,0,2,6,8,40.767459,-73.990226
10019,380174,FDC,Registration,"Gonzalez De Estrella, Olga",New York,Manhattan 2,0,0,0,2,6,8,40.766769,-73.99247
10019,64373,FDC,Registration,"Guzman Ferreira, Carmela",New York,Manhattan 2,0,0,0,0,6,6,40.764859,-73.993758
10019,52235,FDC,Registration,"Pimentel, Soraya",NEW YORK,Manhattan 2,0,0,0,2,6,8,40.765608,-73.990905
10019,73566,SACC,Registration,Police Athletic League @Duncan Center,New York,Manhattan 2,0,0,0,100,0,100,40.766436,-73.992425
10019,848308,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc",New York,Manhattan 2,0,0,0,127,0,127,40.765963,-73.989358
10019,741983,SACC,Registration,Bright Horizons Children's Center @Barclays,New York,Manhattan 2,0,0,0,11,0,11,40.760598,-73.983401
10019,66813,FDC,Registration,"Uruchima, Rosa",NEW YORK,Manhattan 2,0,0,0,2,6,8,40.76225,-73.988324
10019,826825,SACC,Registration,"Kids in the Game, LLC",New York,Manhattan 2,0,0,0,229,0,229,40.766037,-73.98953
10019,431806,GFDC,License,"Rodriguez, Consuelo",New York,Manhattan 2,0,0,0,4,12,16,40.76637,-73.993477
10021,825380,SACC,Registration,"Manhattan Youth Recreation & Resources, Inc. @ Wagner JHS 167",New York,Manhattan 2,0,0,0,460,0,460,40.771812,-73.957852
10022,852478,GFDC,License,"Metzger, Raizel",New York,Manhattan 2,0,0,0,4,12,16,40.758917,-73.961901
10023,804630,SACC,Registration,YMCA of Greater New York,New York,Manhattan 3,0,0,0,300,0,300,40.772585,-73.989231
10023,817242,SACC,Registration,"Goddard Riverside Community Center, Inc.",New York,Manhattan 3,0,0,0,96,0,96,40.774986,-73.987168
10023,679107,FDC,Registration,"Campusano Compres, Maria",New York,Manhattan 3,0,0,0,2,6,8,40.773425,-73.985796
10023,664649,GFDC,License,Milestones UWS LLC,New York,Manhattan 3,0,0,0,4,12,16,40.781631,-73.98436
10023,808445,SACC,Registration,"The Hudson Guild, Inc. @ PS 191",New York,Manhattan 3,0,0,0,92,0,92,40.772953,-73.990105
10023,805702,SACC,Registration,"Manhattan Youth Recreation & Resources, Inc.  @ West End",New York,Manhattan 3,0,0,0,226,0,226,40.772541,-73.988507
10023,879326,SACC,Registration,"Arts and Athletics, Inc.",New York,Manhattan 3,0,0,0,201,0,201,40.771763,-73.987283
10023,905115,SACC,Registration,YMCA of Greater New York,New York,Manhattan 3,0,0,0,40,0,40,40.770742,-73.981026
10023,892293,SACC,Registration,Arts and Athletics Inc,New York,Manhattan 3,0,0,0,120,0,120,40.780585,-73.976682
10024,702707,GFDC,License,"Distler, Maria",New York,Manhattan 3,0,0,0,4,12,16,40.787222,-73.97354
10024,741994,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc",New York,Manhattan 3,0,0,0,120,0,120,40.780585,-73.976682
10024,822384,SACC,Registration,After-School All-Stars @Dual Language MS 44,New York,Manhattan 3,0,0,0,66,0,66,40.780585,-73.976682
10024,741992,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc.",New York,Manhattan 3,0,0,0,120,0,120,40.780585,-73.976682
10024,613926,GFDC,License,La Petite Ecole,New York,Manhattan 3,0,0,0,4,12,16,40.784811,-73.975828
10024,563447,GFDC,License,# 1 Nurturing Place LLC,New York,Manhattan 3,0,0,0,4,12,16,40.788992,-73.968585
10024,772592,GFDC,License,"Mercado, Jacqueline",New York,Manhattan 3,0,0,0,4,12,16,40.789255,-73.973658
10024,805710,SACC,Registration,"Manhattan Youth Recreation & Resources, Inc @ Center School PS 9",New York,Manhattan 3,0,0,0,116,0,116,40.785116,-73.973387
10024,663226,FDC,Registration,"Amiguitos Montessori Spanish Program, Inc.",New York,Manhattan 3,0,0,0,2,6,8,40.787682,-73.972537
10024,638201,SACC,Registration,"Arts And Athletics, Inc.",New York,Manhattan 3,0,0,15,146,0,161,40.784765,-73.972549
10024,860035,GFDC,License,"Ivy Prep Learning Lab, LLC",New York,Manhattan 3,0,0,0,4,12,16,40.788608,-73.97083
10024,718134,GFDC,License,"Little Ivies Prep, LLC",New York,Manhattan 3,0,0,0,4,12,16,40.788345,-73.978066
10024,889399,GFDC,License,"Molina, Daysi",New York,Manhattan 3,0,0,0,4,12,16,40.789255,-73.973658
10024,905401,SACC,Registration,"87 Afterschool, Inc.",New York,Manhattan 3,0,0,0,540,0,540,40.781984,-73.978039
10025,71190,GFDC,License,"Rosner, Elaine",New York,Manhattan 3,0,0,0,4,12,16,40.790056,-73.968408
10025,872586,FDC,Registration,"Cordova, Socorro",New York,Manhattan 3,0,0,0,2,6,8,40.803345,-73.965097
10025,837717,FDC,Registration,"Gebriel, Nadege",New York,Manhattan 3,0,0,0,2,6,8,40.799504,-73.961037
10025,273359,GFDC,License,MELANIE'S DAYCARE CORP,NEW YORK,Manhattan 3,0,0,0,2,12,14,40.802199,-73.962448
10025,823536,GFDC,License,Great Dreams Day Care,New York,Manhattan 3,0,0,0,4,12,16,40.790886,-73.969188
10025,861501,SACC,Registration,"Hands In 4 Youth, Inc",New York,Manhattan 3,0,0,0,40,0,40,40.795031,-73.973632
10025,149672,FDC,Registration,"Regalado, Maria",NEW YORK,Manhattan 3,0,0,0,2,6,8,40.796276,-73.961533
10025,388170,SACC,Registration,Goddard Riverside Community Center @Beacon MS 118,New York,Manhattan 3,0,0,0,139,0,139,40.791538,-73.970764
10025,877353,GFDC,License,"Mensah, Nia",New York,Manhattan 3,0,0,0,0,12,12,40.801948,-73.964382
10025,728352,SACC,Registration,"YMCA of Greater New York, Inc. @ PS 165",New York,Manhattan 3,0,0,0,280,0,280,40.802881,-73.965861
10025,158689,FDC,Registration,"Reyes, Judith",New York,Manhattan 3,0,0,0,2,6,8,40.796121,-73.961849
10025,51742,FDC,Registration,"De Leon De Goris, Bernardina",New York,Manhattan 3,0,0,0,2,5,7,40.800784,-73.959716
10025,860160,GFDC,License,Happy Toddlers Play Group,New York,Manhattan 3,0,0,0,4,12,16,40.79239,-73.968103
10025,817683,SACC,Registration,Cathedral Church of St. John The Divine Act Program,New York,Manhattan 3,0,0,0,120,0,120,40.8041,-73.962576
10025,736567,GFDC,License,"Espinal, Virginia",New York,Manhattan 3,0,0,0,4,12,16,40.792508,-73.972304
10025,324437,FDC,Registration,"Dejourdan, Brenda",New York,Manhattan 3,0,0,0,2,6,8,40.791845,-73.967549
10025,788797,GFDC,License,"Williams, Earlene",New York,Manhattan 3,0,0,0,4,12,16,40.800904,-73.966436
10025,806960,SACC,Registration,Roads to Success,New York,Manhattan 3,0,0,0,134,0,134,40.791538,-73.970763
10025,596999,FDC,Registration,"Paniagua, Rosemary",New York,Manhattan 3,0,0,0,2,6,8,40.801245,-73.961999
10025,355028,FDC,Registration,"Burstion, Kyra",New York,Manhattan 3,0,0,0,2,6,8,40.795566,-73.964947
10025,849222,GFDC,License,"Rojas Maura, Nikaury",New York,Manhattan 3,0,0,0,4,12,16,40.801818,-73.962609
10025,628344,SACC,Pending Revocation and Denial,"Strycker's Bay Neighborhood Council, Inc.",New York,Manhattan 3,0,0,0,40,0,40,40.792501,-73.971769
10025,64496,FDC,Registration,"Galindo, Cecilia",New York,Manhattan 3,0,0,0,2,6,8,40.799966,-73.966307
10025,824561,SACC,Registration,"Westhab, Inc. at West Prep Academy",New York,Manhattan 3,0,0,0,101,0,101,40.799056,-73.96488
10025,794872,SACC,Registration,"PS 75 ASP, LLC",New York,Manhattan 3,0,0,0,189,0,189,40.795031,-73.973632
10025,765494,SACC,Registration,YMCA OF GREATER NEW YORK @ WESTSIDE Y --PS 145,New York,Manhattan 3,0,0,0,126,0,126,40.799056,-73.96488
10025,73540,SACC,Registration,THE CHILDREN'S AID SOCIETY FRED DOUGLAS CHILDREN'S CENTER,New York,Manhattan 3,0,0,0,199,0,199,40.797597,-73.963776
10025,64447,FDC,Registration,"Almonte Burdier, Mayra",New York,Manhattan 3,0,0,0,2,6,8,40.801245,-73.961999
10025,845170,SACC,Registration,"WildArts, Inc",New York,Manhattan 3,0,0,16,110,0,126,40.794541,-73.969043
10025,567083,FDC,Registration,"Marte, Wanda",New York,Manhattan 3,0,0,0,0,5,5,40.790886,-73.969188
10025,856033,GFDC,License,"Vargas, Evelina",New York,Manhattan 3,0,0,0,4,12,16,40.801803,-73.962576
10025,384331,GFDC,License,"Paulino, Argelia",New York,Manhattan 3,0,0,0,0,12,12,40.799447,-73.961618
10025,899398,SACC,Registration,"Roads to Success, Inc.",New York City,Manhattan 3,0,0,0,100,0,100,40.802864,-73.965822
10025,886512,SACC,Registration,WildArts Inc.,New York,Manhattan 3,0,0,75,485,0,560,40.789638,-73.968159
10025,895454,SACC,Registration,"Russian Children Studio of Language, Arts and Culture, Inc",New York,Manhattan 3,0,0,0,37,0,37,40.796437,-73.969421
10025,919478,SACC,Registration,"Romero, Nathali",New York,Manhattan 3,0,0,0,128,0,128,40.797326,-73.966628
10026,520607,GFDC,License,"Carter-Mcfadden, Shonte",New York,Manhattan 3,0,0,0,4,12,16,40.800639,-73.956057
10026,396566,GFDC,License,"Rojas, Altagracia",New York,Manhattan 3,0,0,0,2,12,14,40.805732,-73.957898
10026,734382,GFDC,License,"Burgos, Amada",New York,Manhattan 3,0,0,0,0,12,12,40.805732,-73.957898
10026,764256,GFDC,License,"Fall, Fatou",New York,Manhattan 3,0,0,0,4,12,16,40.803558,-73.957717
10026,64687,FDC,Registration,"Simmons, Marilyn",NEW  YORK,Manhattan 3,0,0,0,2,6,8,40.802643,-73.950775
10026,461108,GFDC,License,Little Jaguar Day Care,New York,Manhattan 3,0,0,0,0,12,12,40.802,-73.945952
10026,66981,FDC,Registration,"Mc Millon, Linda",New York,Manhattan 3,0,0,0,2,6,8,40.806702,-73.956361
10026,321229,FDC,Registration,Miss Jackies Family Daycare Corporation,New York,Manhattan 3,0,0,0,2,6,8,40.805789,-73.95688
10026,232906,SACC,Registration,"Harlem Children's Zone, Inc.",New York,Manhattan 3,0,0,18,177,0,195,40.80223,-73.947704
10026,710423,GFDC,License,"Dieng, Souaibou",New York,Manhattan 3,0,0,0,4,12,16,40.803397,-73.956625
10026,64700,FDC,Registration,"Windsor, Anita",New York,Manhattan 5,0,0,0,2,6,8,40.80637,-73.952647
10026,73528,SACC,Registration,The Children's Aid Society @Milbank Child Center,New York,Manhattan 3,0,0,0,134,0,134,40.802381,-73.946854
